"","Town_City","Village","Streets","count_families","CF_int","A_int","AP_int","HP_int","building_id","damage_grade"
"1214",6,398,3205,1,2,100,6,5,246170,"2"
"1215",21,169,7569,1,1,15,5,3,823832,"2"
"1216",3,1387,3863,4,4,100,4,9,228936,"2"
"1217",7,799,7208,1,1,0,6,3,297310,"2"
"1218",20,11,4744,1,2,0,5,5,759953,"2"
"1219",4,734,8313,1,2,20,4,5,963078,"2"
"1220",4,926,11897,1,2,5,6,6,885154,"2"
"1221",9,445,203,1,2,25,3,4,614874,"2"
"1222",17,1080,1377,1,3,5,10,6,78643,"2"
"1223",10,1203,126,1,3,20,9,8,79060,"2"
"1224",23,882,10677,1,2,185,8,5,854478,"2"
"1225",7,157,5265,1,2,35,8,4,321998,"2"
"1226",15,265,8856,1,2,40,4,4,116439,"2"
"1227",30,954,5489,1,2,25,18,5,458841,"2"
"1228",26,1028,5591,1,2,60,5,6,3252,"2"
"1229",4,891,11143,1,3,20,5,6,695322,"2"
"1230",17,263,4597,0,1,0,9,3,713065,"2"
"1231",20,158,2452,1,2,5,4,5,606862,"2"
"1232",4,191,8580,1,2,0,9,5,642071,"2"
"1233",20,385,11289,2,2,10,17,5,595307,"2"
"1234",26,886,994,1,2,10,5,5,143239,"2"
"1235",15,265,4875,1,2,10,4,4,162180,"2"
"1236",10,1278,8185,1,2,0,5,4,729739,"2"
"1237",6,565,4896,1,3,0,7,7,19159,"2"
"1238",4,512,11269,0,2,20,27,6,339620,"2"
"1239",7,255,9876,1,2,20,11,6,294722,"2"
"1240",22,890,9585,1,2,25,9,5,975371,"2"
"1241",17,229,6715,1,3,25,5,6,659634,"2"
"1242",20,158,3419,1,1,5,8,3,449213,"2"
"1243",4,605,11025,1,3,15,6,6,326620,"2"
"1244",4,926,12247,1,2,65,5,4,867838,"2"
"1245",21,645,8096,1,2,10,5,5,495443,"2"
"1246",4,588,9630,0,2,30,6,5,581587,"2"
"1247",24,563,5742,1,2,35,4,5,494128,"2"
"1248",10,1127,1462,1,2,20,5,5,527626,"2"
"1249",8,900,2402,1,3,0,6,5,1000310,"2"
"1250",26,110,3985,1,2,15,9,7,1042940,"2"
"1251",6,398,3205,1,2,30,10,5,998821,"2"
"1252",30,73,9119,1,2,15,5,5,679847,"2"
"1253",4,891,5319,0,3,995,8,7,786989,"2"
"1254",10,127,1307,1,3,25,6,9,855963,"2"
"1255",11,131,8879,1,5,35,6,11,286201,"2"
"1256",13,778,11360,1,2,10,10,5,618675,"2"
"1257",6,673,6592,1,2,10,11,5,263619,"2"
"1258",3,1229,1099,1,2,20,4,5,14074,"2"
"1259",16,350,4129,1,2,10,6,5,361576,"2"
"1260",3,574,2913,1,2,45,6,5,777154,"2"
"1261",7,630,8341,1,2,5,8,5,584871,"2"
"1262",16,479,1427,1,3,50,8,5,735571,"2"
"1263",6,1253,4063,1,4,40,9,13,194842,"2"
"1264",4,55,9819,1,3,5,8,7,138180,"2"
"1265",27,548,3760,1,3,20,8,7,355985,"2"
"1266",16,177,11158,1,3,50,12,7,944368,"2"
"1267",27,1106,6874,2,3,20,10,7,75223,"2"
"1268",8,696,4513,1,2,0,10,7,860488,"2"
"1269",7,555,502,1,2,20,5,5,79566,"2"
"1270",10,310,1381,0,2,35,7,4,312489,"2"
"1271",26,1085,4428,1,2,40,16,5,92981,"2"
"1272",25,902,6972,1,2,30,6,5,460550,"2"
"1273",26,39,633,1,3,10,17,10,71013,"2"
"1274",13,1376,683,1,1,20,4,3,994445,"2"
"1275",22,965,1291,1,3,15,10,8,793568,"2"
"1276",12,667,9872,1,1,15,4,3,244843,"2"
"1277",26,432,6794,1,1,15,5,5,264096,"2"
"1278",26,1132,3071,1,1,0,6,3,311690,"2"
"1279",23,698,9717,1,2,80,8,4,675202,"2"
"1280",6,1210,9223,2,2,10,9,5,802051,"2"
"1281",7,157,7679,1,2,20,9,4,264324,"2"
"1282",7,1068,387,1,2,25,9,5,970856,"2"
"1283",7,1356,3891,1,2,10,9,5,479659,"2"
"1284",5,511,6485,1,2,5,14,5,219349,"2"
"1285",16,1410,6695,1,2,30,9,6,539115,"2"
"1286",11,765,6737,1,4,60,6,8,23594,"2"
"1287",8,900,4533,1,3,10,8,8,296899,"2"
"1288",20,270,6121,1,2,10,8,6,695210,"2"
"1289",6,287,6710,1,3,25,6,6,626478,"2"
"1290",20,261,6264,2,2,15,6,5,446960,"2"
"1291",7,27,9912,1,1,5,2,2,966266,"2"
"1292",8,145,3148,0,2,0,13,5,1020168,"2"
"1293",22,1398,12460,1,2,15,8,5,574080,"2"
"1294",3,1387,6175,1,5,50,3,10,317607,"2"
"1295",13,1083,6246,0,2,0,8,5,281940,"2"
"1296",1,1169,8127,1,2,10,11,4,176571,"2"
"1297",4,926,2089,1,2,20,4,4,533830,"2"
"1298",6,376,9615,1,2,10,6,5,966377,"2"
"1299",20,943,7608,1,2,15,9,7,550012,"2"
"1300",20,251,7188,1,2,0,9,7,958903,"2"
"1301",26,619,11241,1,2,10,5,5,830480,"2"
"1302",6,262,1785,1,2,10,10,8,890556,"2"
"1303",20,215,4968,1,2,25,8,5,596046,"2"
"1304",8,268,2532,1,2,0,8,5,353840,"2"
"1305",6,673,2685,1,3,20,7,5,857213,"2"
"1306",13,1159,3690,1,2,5,6,7,864825,"2"
"1307",8,912,6647,1,3,40,5,8,678289,"2"
"1308",2,103,8797,1,2,0,5,4,1051981,"2"
"1309",3,1006,11911,1,3,25,7,8,593010,"2"
"1310",10,603,1881,1,2,10,6,5,244604,"2"
"1311",20,719,3788,1,2,5,6,5,543591,"2"
"1312",20,1234,9063,0,1,5,6,2,206238,"2"
"1313",6,464,2524,1,2,35,6,6,75273,"2"
"1314",24,844,2706,1,2,40,6,5,311896,"2"
"1315",6,48,8461,1,2,25,8,5,801231,"2"
"1316",26,1222,12155,1,2,0,9,5,57714,"2"
"1317",20,517,269,1,2,10,7,6,362694,"2"
"1318",7,691,2432,1,2,60,3,5,514983,"2"
"1319",4,529,4713,1,2,5,8,4,225273,"2"
"1320",30,102,2349,1,2,25,11,5,858659,"2"
"1321",22,942,6690,1,1,15,3,2,556805,"2"
"1322",20,629,3356,1,1,15,12,3,897756,"2"
"1323",26,1110,8701,1,2,0,6,5,313718,"2"
"1324",20,826,5846,1,1,10,7,3,103967,"2"
"1325",4,598,9179,0,2,10,6,6,775403,"2"
"1326",26,1050,2504,1,2,10,8,6,19675,"2"
"1327",1,1189,4787,1,1,10,12,3,704483,"2"
"1328",13,1365,10314,1,1,15,3,3,1003000,"2"
"1329",10,1397,3396,1,2,5,4,5,157527,"2"
"1330",4,1363,4033,1,2,0,7,6,950607,"2"
"1331",6,673,6047,2,2,20,23,6,965077,"2"
"1332",6,744,10556,0,2,80,6,4,222021,"2"
"1333",4,1218,10769,1,2,20,7,4,1011843,"2"
"1334",7,1273,1223,1,2,50,10,5,67628,"2"
"1335",7,1166,9958,1,1,0,3,2,23386,"2"
"1336",20,1021,2035,0,2,5,7,5,51058,"2"
"1337",8,1184,4456,1,2,20,8,5,82334,"2"
"1338",0,946,431,1,2,20,6,5,772487,"2"
"1339",26,397,556,1,2,20,7,5,506848,"2"
"1340",21,645,7412,2,3,60,7,7,322040,"2"
"1341",5,961,2197,1,2,5,6,5,817838,"2"
"1342",14,429,12516,1,1,10,4,2,230404,"2"
"1343",13,918,10401,0,3,15,7,6,8927,"2"
"1344",7,936,7115,1,2,5,8,4,325746,"2"
"1345",6,1289,8495,0,2,0,7,7,297600,"2"
"1346",5,338,3372,1,2,45,10,5,401477,"2"
"1347",8,1373,8337,1,3,50,9,9,569577,"2"
"1348",21,873,7444,3,3,10,15,7,126598,"2"
"1349",13,1262,12264,1,3,25,8,6,799762,"2"
"1350",17,869,10822,1,2,25,9,5,820648,"2"
"1351",6,96,10774,1,2,55,6,6,344444,"2"
"1352",26,1401,8525,1,2,5,12,7,987701,"2"
"1353",27,390,10915,1,4,100,6,10,498196,"2"
"1354",0,549,3436,1,2,136.707217707769,13,5,177646,"2"
"1355",17,247,6558,1,1,5,8,3,667771,"2"
"1356",7,1040,4350,1,3,60,7,7,965906,"2"
"1357",22,890,9585,1,1,40,12,2,325854,"2"
"1358",13,925,7762,1,2,0,6,5,121428,"2"
"1359",27,1394,11220,1,3,45,17,8,56908,"2"
"1360",22,1320,12156,1,1,15,5,3,415180,"2"
"1361",4,1422,6502,1,2,35,6,6,853195,"2"
"1362",7,969,6144,1,2,10,22,6,781759,"2"
"1363",13,1262,6480,1,3,15,4,4,638022,"2"
"1364",7,728,11227,1,2,20,5,5,969763,"2"
"1365",21,1251,6464,1,2,15,4,5,51822,"2"
"1366",7,255,9699,1,1,5,6,3,928104,"2"
"1367",10,218,5484,0,2,15,4,5,58515,"2"
"1368",3,1229,281,1,2,20,9,5,9773,"2"
"1369",8,1225,4683,1,1,10,3,3,12653,"2"
"1370",6,384,11974,1,2,40,6,7,44200,"2"
"1371",6,1076,11280,1,1,25,4,3,41613,"2"
"1372",1,65,10082,1,2,10,9,4,867429,"2"
"1373",15,1087,6801,1,2,5,9,6,1017450,"2"
"1374",21,107,11846,1,4,5,15,13,186866,"2"
"1375",8,396,2245,1,2,10,3,5,895578,"2"
"1376",5,1228,6187,1,2,35,8,6,316944,"2"
"1377",7,157,6114,1,2,15,8,4,776511,"2"
"1378",22,1113,6198,1,2,15,8,6,150194,"2"
"1379",21,1195,12248,1,2,15,9,5,841214,"2"
"1380",26,991,2170,1,2,25,7,4,921480,"2"
"1381",7,430,7800,1,2,25,11.1003912914658,4,942439,"2"
"1382",9,670,6152,1,2,20,5,6,248299,"2"
"1383",20,1021,4531,1,2,5,4,3,743483,"2"
"1384",13,64,11594,1,2,0,7,4,754761,"2"
"1385",14,1367,3346,1,3,15,6,6,284864,"2"
"1386",27,1155,1757,1,2,25,9,5,937404,"2"
"1387",9,230,1944,1,2,10,11,5,849637,"2"
"1388",6,1181,238,1,2,35,9,5,915439,"2"
"1389",26,366,9518,1,2,0,9,5,401290,"2"
"1390",6,1210,8330,1,2,70,7,7,919587,"2"
"1391",18,134,9577,1,2,5,10,5,603904,"2"
"1392",21,123,1614,2,3,30,6,8,868938,"2"
"1393",7,695,9730,1,2,0,3,4,272447,"2"
"1394",26,39,10795,1,2,40,27,7,137253,"2"
"1395",20,261,4052,1,2,5,7,6,489435,"2"
"1396",25,211,4822,1,2,30,6,5,730865,"2"
"1397",4,1202,11891,1,2,10,6,5,599618,"2"
"1398",10,218,186,1,2,50,7,5,486545,"2"
"1399",4,689,11314,1,2,15,11,5,305694,"2"
"1400",10,1207,276,1,2,10,3,5,582469,"2"
"1401",8,1073,11918,1,2,15,5,5,837355,"2"
"1402",20,158,10880,1,2,20,11,5,132941,"2"
"1403",8,1020,2040,1,2,0,3,5,317784,"2"
"1404",10,603,4355,1,3,25,12,7,818800,"2"
"1405",12,1249,177,1,2,15,7,6,497992,"2"
"1406",4,72,5340,1,2,25,7,6,129348,"2"
"1407",20,500,7092,1,2,0,9,4,530464,"2"
"1408",20,158,2452,1,1,0,3,4,455322,"2"
"1409",26,1259,10829,1,2,30,5,7,964864,"2"
"1410",26,432,2370,1,1,10,5,5,1025048,"2"
"1411",18,29,2606,1,1,0,8,4,613533,"2"
"1412",15,293,8438,1,2,10,6,5,129351,"2"
"1413",7,4,2318,1,2,15,9,6,84565,"2"
"1414",6,1350,1348,1,3,30,8,6,325297,"2"
"1415",15,465,5395,1,3,20,11,7,78706,"2"
"1416",10,603,5658,1,2,20,5,5,620773,"2"
"1417",6,1076,9202,0,1,5,10,2,851990,"2"
"1418",6,197,2771,1,2,25,8,6,1038933,"2"
"1419",6,565,4175,1,2,0,18,7,900702,"2"
"1420",7,800,12129,1,2,15,5,4,166372,"2"
"1421",8,1425,6853,0,2,15,5,5,977393,"2"
"1422",27,1394,7368,1,3,60,6,7,272245,"2"
"1423",7,1040,11776,1,2,20,8,5,970920,"2"
"1424",21,645,6378,1,1,45,4,5,280384,"2"
"1425",24,958,148,1,2,20,4,4,453178,"2"
"1426",13,1362,1127,1,3,0,9,6,937257,"2"
"1427",5,866,11570,1,2,25,6,5,228994,"2"
"1428",21,9,1729,1,2,0,11,7,146276,"2"
"1429",21,1219,9088,1,2,0,4,5,526247,"2"
"1430",4,699,9956,1,2,15,7,5,770999,"2"
"1431",8,1225,11733,0,2,0,11,7,478911,"2"
"1432",22,1199,1923,1,3,25,9,5,353419,"2"
"1433",16,1176,9155,1,1,35,5,2,781170,"2"
"1434",20,158,1658,1,2,5,11,4,1002442,"2"
"1435",27,1394,6663,1,2,5,5,5,988623,"2"
"1436",26,39,2005,1,1,0,17,3,1018087,"2"
"1437",6,592,8546,1,2,30,10,6,594616,"2"
"1438",23,1090,12426,1,2,35,8,5,34290,"2"
"1439",27,390,10915,1,4,30,5,10,687447,"2"
"1440",20,254,10151,1,2,5,4,5,236191,"2"
"1441",6,830,1471,1,2,15,9,6,651152,"2"
"1442",11,147,5940,1,3,15,7,6,57094,"2"
"1443",4,55,5361,1,2,5.01244918778603,11,5,766668,"2"
"1444",3,574,1256,1,3,5,9,10,47544,"2"
"1445",8,98,3185,1,2,5,7,7,389866,"2"
"1446",10,1248,2815,1,3,20,8,7,962995,"2"
"1447",10,1397,1499,1,2,15,5,5,522695,"2"
"1448",29,1360,302,0,3,15,11,5,701112,"2"
"1449",8,1414,266,1,3,90,5,6,95074,"2"
"1450",3,1387,6175,1,5,30,4,10,492466,"2"
"1451",20,385,10589,0,2,5,9,6,927998,"2"
"1452",10,90,11215,1,2,20,2,5,505771,"2"
"1453",0,163,7170,1,1,15,8,4,770826,"2"
"1454",20,517,943,1,2,10,9,6,170000,"2"
"1455",20,508,10459,1,2,10,8,5,385326,"2"
"1456",5,1079,4274,1,2,30,15,5,402756,"2"
"1457",10,1382,1903,2,2,35,12,5,383887,"2"
"1458",10,804,1371,1,2,10,6,6,101786,"2"
"1459",26,435,6057,1,2,10,4,7,544132,"2"
"1460",3,1006,2343,1,3,35,8,7,786369,"2"
"1461",8,426,173,1,3,10,5,8,439335,"2"
"1462",6,457,8410,1,2,25,9,7,16236,"2"
"1463",27,269,9259,1,1,5,13,3,915886,"2"
"1464",26,1401,1938,1,1,15,11,3,750795,"2"
"1465",1,1137,6494,1,2,20,7,4,104865,"2"
"1466",2,370,6180,1,2,15,6,5,195746,"2"
"1467",6,1289,5517,1,2,55,9,5,717839,"2"
"1468",27,1106,4316,1,2,10,6,4,250157,"2"
"1469",12,1420,4865,1,2,30,6,4,880552,"2"
"1470",4,1334,9825,0,3,25,4,6,645234,"2"
"1471",20,500,8405,1,2,15,7,4,918029,"2"
"1472",17,930,10707,1,3,25,7,7,130627,"2"
"1473",13,808,8171,1,2,10,5,6,1010668,"2"
"1474",8,597,1935,1,3,30,8,6,357742,"2"
"1475",20,788,1049,1,2,0,8,4,446219,"2"
"1476",4,1276,2337,1,2,15,9,6,1001988,"2"
"1477",6,1018,9873,1,2,20,8,5,1014580,"2"
"1478",13,523,7465,1,3,0,5,7,463650,"2"
"1479",2,708,10476,1,2,15,12,5,575261,"2"
"1480",27,1394,4186,1,3,20,13,7,664093,"2"
"1481",14,985,5404,1,3,80,6,8,421600,"2"
"1482",20,943,5180,0,2,10,9,7,884002,"2"
"1483",16,1012,4238,1,1,30,5,3,811180,"2"
"1484",4,1218,12185,1,3,60,5,6,541255,"2"
"1485",19,1193,486,1,2,15,8,5,600515,"2"
"1486",4,1202,11891,1,2,15,6,5,135108,"2"
"1487",26,39,9133,1,2,5,9,6,412622,"2"
"1488",15,874,3740,1,3,110,11,7,644978,"2"
"1489",4,910,10853,1,2,25,5,4,361728,"2"
"1490",26,762,12172,0,2,35,5,5,534749,"2"
"1491",6,706,11722,1,2,20,4,4,157370,"2"
"1492",26,1216,6521,1,2,40,8,4,278818,"2"
"1493",6,1038,8923,2,2,15,6,5,655074,"2"
"1494",6,673,3679,0,3,45,7,7,665898,"2"
"1495",11,938,10992,1,2,5,17,7,659716,"2"
"1496",10,76,5890,1,1,5,17,3,854064,"2"
"1497",5,702,3418,1,2,25,7,5,785286,"2"
"1498",4,529,4713,1,2,90,7,4,657736,"2"
"1499",4,1334,9215,0,3,10,16,10,869360,"2"
"1500",20,1402,8686,1,2,20,7,6,862441,"2"
"1501",4,651,1538,1,2,35,3,5,33969,"2"
"1502",21,408,1597,2,2,30,8,7,673822,"2"
"1503",25,889,11109,1,1,0,5,3,366551,"2"
"1504",26,264,8233,1,2,20,6,5,3369,"2"
"1505",11,660,2390,1,2,45,23,6,1014246,"2"
"1506",22,1152,8676,1,1,10,3,2,972468,"2"
"1507",8,828,274,1,2,0,3,4,164611,"2"
"1508",1,1237,11205,1,3,20,11,6,273133,"2"
"1509",8,534,9328,1,1,0,7,3,745627,"2"
"1510",6,981,5187,1,2,25,8,7,99148,"2"
"1511",17,1080,9219,0,1,0,9,2,808400,"2"
"1512",7,936,11717,1,2,10,5,6,802135,"2"
"1513",27,548,6721,1,3,15,5,7,68318,"2"
"1514",21,1390,3405,2,3,25,9,6,836013,"2"
"1515",11,883,170,2,4,55,9,8,748753,"2"
"1516",13,1262,4051,1,3,5,6,5,94901,"2"
"1517",5,326,7225,1,2,55,9,5,663102,"2"
"1518",6,898,4483,1,2,20,7,6,479667,"2"
"1519",20,788,7902,1,2,5,8,4,385650,"2"
"1520",6,932,1235,1,2,15,8,6,547313,"2"
"1521",3,175,8897,1,4,60,2,8,337732,"2"
"1522",6,457,7856,1,2,45,7,8,678266,"2"
"1523",16,232,3455,1,3,10,6,6,534614,"2"
"1524",21,611,7168,2,3,45,7,6,578754,"2"
"1525",10,1174,9536,1,2,25,5,5,70442,"2"
"1526",4,707,4465,1,2,10,27,5,653264,"2"
"1527",24,628,6963,1,1,10,8,3,152585,"2"
"1528",23,283,11156,1,2,30,19,7,293473,"2"
"1529",6,842,3517,1,2,25,5,4,356990,"2"
"1530",25,349,714,1,2,15,11,5,42157,"2"
"1531",4,208,8354,1,2,35,7,6,487190,"2"
"1532",9,445,10728,1,2,15,7,5,394175,"2"
"1533",22,171,10384,1,1,20,9,3,452093,"2"
"1534",4,910,7007,1,2,20,9,5,457599,"2"
"1535",7,545,10208,1,3,55,5,5,231434,"2"
"1536",0,793,104,1,2,15,12,7,467646,"2"
"1537",6,1181,11022,1,2,30,7,5,879783,"2"
"1538",10,151,60,1,2,40,4,6,863734,"2"
"1539",13,918,8181,1,2,30,7,4,884074,"2"
"1540",10,1397,3786,1,2,10,5,4,156327,"2"
"1541",11,938,5541,1,1,20,10,3,150070,"2"
"1542",4,369,2869,1,2,0,7,4,1002242,"2"
"1543",7,545,11431,1,2,25,5,5,592823,"2"
"1544",5,656,1344,1,2,35,6,5,101951,"2"
"1545",10,1407,11494,1,2,30,5,5,39830,"2"
"1546",16,801,9656,1,3,0,8,7,708455,"2"
"1547",22,355,5863,1,1,70,8,3,824899,"2"
"1548",7,1068,11388,1,1,10,1,2,551752,"2"
"1549",6,673,1677,1,3,50,4,7,650376,"2"
"1550",17,984,5727,1,2,10,7,4,502915,"2"
"1551",6,275,8254,1,2,20,7,7,499141,"2"
"1552",5,940,12166,1,2,35,10,6,514807,"2"
"1553",7,1040,11132,1,2,20,12,5,676397,"2"
"1554",6,1241,2336,1,2,0,5,5,263600,"2"
"1555",6,37,7962,1,2,5,5,6,243406,"2"
"1556",3,1387,9059,1,4,45,7,8,816133,"2"
"1557",20,729,6229,1,2,20,10,7,561213,"2"
"1558",26,435,6181,1,1,10,6,2,1024146,"2"
"1559",16,547,25,1,2,15,8,5,879487,"2"
"1560",6,187,9695,1,2,5,6,4,69455,"2"
"1561",0,946,431,1,2,50,6,5,331888,"2"
"1562",10,337,10711,1,2,5,4,5,338524,"2"
"1563",25,419,8315,1,2,995,10,5,169711,"2"
"1564",20,190,3473,0,2,10,7,5,929020,"2"
"1565",8,1029,3027,1,2,0,6,5,961475,"2"
"1566",26,240,9611,1,2,0,5,5,610480,"2"
"1567",21,1128,7565,2,3,10,11,6,119083,"2"
"1568",6,453,997,1,2,5,12,7,597904,"2"
"1569",22,119,72,1,2,25,9,4,561625,"2"
"1570",30,259,908,1,2,20,8,5,387378,"2"
"1571",18,977,15,1,2,5,6,5,417586,"2"
"1572",8,178,8196,0,2,5,4,4,1031704,"2"
"1573",26,1085,1589,1,2,0,15,8,453855,"2"
"1574",13,569,101,1,3,5,10,5,961506,"2"
"1575",7,157,1763,1,2,5,30,7,231590,"2"
"1576",7,969,6144,1,2,25,22,6,1002813,"2"
"1577",13,20,7744,1,2,20,6.80876885019587,4,24260,"2"
"1578",26,1081,5971,0,2,10,10,7,525060,"2"
"1579",6,1255,213,1,2,10,7,7,966155,"2"
"1580",6,1181,238,0,2,30,9,5,243104,"2"
"1581",6,516,9828,1,2,25,7,7,508516,"2"
"1582",20,884,10948,1,2,0,8,7,159386,"2"
"1583",5,226,2255,1,2,20,11,5,354848,"2"
"1584",17,247,870,1,1,0,6,3,238969,"2"
"1585",20,251,1863,0,2,5,8,5,251157,"2"
"1586",30,1111,7061,1,2,10,8,4,574466,"2"
"1587",21,1093,10622,2,3,20,7,6,992530,"2"
"1588",6,464,2524,1,2,10,9,7,335017,"2"
"1589",20,158,9229,1,1,5,10,3,228353,"2"
"1590",13,1159,3690,1,3,0,10,8,490573,"2"
"1591",8,463,5839,1,2,5,4,4,105459,"2"
"1592",0,681,11831,1,2,10,10,4,664090,"2"
"1593",20,719,12016,1,2,10,7,6,878241,"2"
"1594",9,670,2050,1,2,20,6,4,602203,"2"
"1595",7,695,10879,1,2,30,8,4,410387,"2"
"1596",26,39,10795,1,3,5,18,9,472030,"2"
"1597",6,931,8574,1,2,25,2,5,264747,"2"
"1598",12,24,360,1,2,5,7,5,814145,"2"
"1599",21,107,9462,0,2,0,6,5,839769,"2"
"1600",6,981,1319,2,2,35,7,7,79707,"2"
"1601",27,1000,6288,2,3,10,22,7,911864,"2"
"1602",9,230,10710,1,2,15,8,5,441028,"2"
"1603",3,1387,4194,1,5,40,2,10,505562,"2"
"1604",17,1005,12092,1,2,110,7,4,240433,"2"
"1605",6,673,2685,3,3,15,10,9,465773,"2"
"1606",10,735,10221,2,4,10,8,13,510042,"2"
"1607",26,110,3985,1,2,25,10,7,854649,"2"
"1608",4,972,1352,1,2,15,7,6,217057,"2"
"1609",6,673,2803,1,2,10,7,5,272855,"2"
"1610",3,574,8555,1,2,10,11,5,832335,"2"
"1611",4,689,5142,1,2,5,6,5,114118,"2"
"1612",21,873,1649,1,2,15,3,4,102482,"2"
"1613",12,159,2360,1,2,45,6,5,1028593,"2"
"1614",13,213,447,1,3,10,13,7,362820,"2"
"1615",26,1023,2996,1,2,15,5,6,253272,"2"
"1616",7,1040,11776,1,2,5,15,5,1052244,"2"
"1617",7,1421,2263,1,2,15,5,5,1004661,"2"
"1618",10,151,7723,1,2,0,20,6,461272,"2"
"1619",27,181,1537,1,3,995,4,6,670158,"2"
"1620",21,694,7120,1,3,20,6,8,36002,"2"
"1621",22,378,7739,1,2,0,11,4,366849,"2"
"1622",8,1225,3947,0,2,45,8,5,164836,"2"
"1623",6,516,8770,1,2,10,7,4,814368,"2"
"1624",7,157,11015,1,2,5,9,4,254076,"2"
"1625",4,1334,10017,1,3,5,6,6,332355,"2"
"1626",7,1040,11776,1,2,10,7,4,770721,"2"
"1627",10,1382,65,0,3,30,18,8,964832,"2"
"1628",16,353,2209,1,2,20,8,7,884314,"2"
"1629",8,1415,11292,1,3,55,11,7,140403,"2"
"1630",20,832,8610,1,2,40,6,4,710094,"2"
"1631",5,1150,9972,1,2,10,4,5,988854,"2"
"1632",10,405,4993,1,2,30,5,4,762747,"2"
"1633",6,565,4175,1,2,20,10,7,332386,"2"
"1634",20,174,12196,1,2,0,6,4,159311,"2"
"1635",10,1203,112,1,3,5,6,8,545012,"2"
"1636",6,1255,4410,1,2,10,5,6,656026,"2"
"1637",10,735,10032,1,3,95,6,6,700125,"2"
"1638",8,613,1114,1,3,10,17,6,678048,"2"
"1639",4,328,4394,1,2,70,5,4,285484,"2"
"1640",3,1387,925,1,4,25,19,9,666831,"2"
"1641",6,398,10749,1,2,20,10,6,636105,"2"
"1642",25,889,3140,1,3,25,7,7,898371,"2"
"1643",2,42,2543,1,2,5,3,6,271145,"2"
"1644",4,1282,3484,1,3,5,6,7,684539,"2"
"1645",11,883,6589,1,3,40,7,10,233018,"2"
"1646",10,760,823,1,3,25,3,6,118307,"2"
"1647",25,854,3026,1,2,15,6,5,967458,"2"
"1648",18,1295,4213,1,2,20,8,6,211844,"2"
"1649",6,1168,9241,1,3,5.84232781511214,18,7,810308,"2"
"1650",4,1363,374,1,2,5,5,5,307784,"2"
"1651",18,321,10165,1,2,5,13,7,1034411,"2"
"1652",8,396,8099,1,3,10,10,7,1031387,"2"
"1653",10,1407,12537,1,3,30,5,6,651878,"2"
"1654",17,414,9782,1,1,15,7,4,962680,"2"
"1655",20,517,6489,1,2,5,8,7,115212,"2"
"1656",20,236,5066,1,2,25,5,7,890851,"2"
"1657",13,777,5562,1,2,30,5,4,98014,"2"
"1658",7,800,11473,1,2,15,6,5,290378,"2"
"1659",20,254,8540,1,2,0,5,6,1017247,"2"
"1660",16,400,9738,1,2,20,16,5,34412,"2"
"1661",26,919,9760,1,1,5,10,3,402751,"2"
"1662",4,191,8580,1,2,80,9,5,172771,"2"
"1663",3,1229,1782,1,3,25,6,7,717178,"2"
"1664",20,1021,6847,1,2,10,10,5,466028,"2"
"1665",20,158,621,1,2,10,11.8190456684262,5,995466,"2"
"1666",4,334,8114,1,2,0,3,5,917652,"2"
"1667",10,142,4273,1,2,20,4,5,236809,"2"
"1668",4,1334,7418,1,2,10,9,7,1027642,"2"
"1669",9,230,8659,1,1,5,11,4,59640,"2"
"1670",25,1118,11517,1,1,40,4,3,806954,"2"
"1671",17,596,11657,1,3,20,14,6,902013,"2"
"1672",7,895,237,1,2,15,6,4,1023393,"2"
"1673",5,1418,10146,1,3,25,6,7,971103,"2"
"1674",17,811,7718,1,3,5,11,7,945121,"2"
"1675",21,1251,10553,1,3,15,6,6,158307,"2"
"1676",6,104,619,1,2,10,9.21862928567255,5,197386,"2"
"1677",10,1140,4863,1,2,0,6,5,754711,"2"
"1678",7,1233,3811,1,2,35,10,5,428120,"2"
"1679",21,935,5965,1,3,35,6,6,212110,"2"
"1680",15,192,10168,1,2,20,5,5,1029549,"2"
"1681",21,408,3320,1,3,10,4,8,950285,"2"
"1682",6,376,9615,1,2,10,6,5,657783,"2"
"1683",20,136,4769,1,2,10,5,7,470915,"2"
"1684",26,302,4189,1,1,5,5,3,253065,"2"
"1685",6,376,10236,0,2,50,6,5,400582,"2"
"1686",10,337,296,1,2,30,5,5,192659,"2"
"1687",17,876,11221,1,3,5,26,9,267527,"2"
"1688",26,1110,3729,1,1,5,6,3,624547,"2"
"1689",20,190,5803,1,2,0,6,5,975871,"2"
"1690",10,1207,3095,1,3,25,5,5,755715,"2"
"1691",4,605,3623,1,3,20,20,7,849265,"2"
"1692",16,89,2512,1,1,10,14,3,652418,"2"
"1693",0,549,3648,1,2,30,5,4,755963,"2"
"1694",23,698,7124,1,1,10,15,2,515649,"2"
"1695",3,1387,4194,1,2,70,7,6,986378,"2"
"1696",6,1041,2859,1,2,5,6,5,691886,"2"
"1697",20,158,2295,1,2,0,4,6,332977,"2"
"1698",4,1235,3628,1,1,5,10,3,565759,"2"
"1699",4,334,1328,1,3,5,7,7,856504,"2"
"1700",6,453,1066,2,3,20,11,7,78550,"2"
"1701",7,555,11786,1,2,30,6,5,1045886,"2"
"1702",26,240,9611,1,1,65,5,3,898022,"2"
"1703",5,326,5271,1,2,50,17,5,457867,"2"
"1704",11,647,9754,1,2,10,17,6,83365,"2"
